ticker,exchange,latest_close,last_session,adtv7,history_rows,outstanding_shares,listed_volume,cached_at,shares_reference,market_cap_est,market_cap_pct,adtv7_pct,combined_score,universe_rank,selection_source,selection_logic
PAN,HOSE,32.65,2026-04-21,801014.2857142857,80,208894750,216,2026-04-21 21:08:57,208894750,6820413587.5,0.8084112149532711,0.8317757009345794,0.8200934579439252,100,KBS,50% market_cap_est + 50% 7d_adtv
GEG,HOSE,15.0,2026-04-21,878385.7142857143,80,414804371,358,2026-04-21 21:04:31,414804371,6222065565.0,0.7959501557632399,0.8333333333333334,0.8146417445482866,101,KBS,50% market_cap_est + 50% 7d_adtv
DSE,HOSE,23.7,2026-04-21,416400.0,80,428249806,428,2026-04-21 21:03:36,428249806,10149520402.199999,0.8457943925233645,0.7725856697819314,0.809190031152648,102,KBS,50% market_cap_est + 50% 7d_adtv
VAB,HOSE,10.3,2026-04-21,531985.7142857143,80,816360672,816,2026-04-21 21:14:32,816360672,8408514921.6,0.82398753894081,0.7897196261682243,0.8068535825545171,103,KBS,50% market_cap_est + 50% 7d_adtv
BMP,HOSE,151.0,2026-04-21,325985.71428571426,80,81860938,82,2026-04-21 21:01:18,81860938,12361001638.0,0.8629283489096573,0.7492211838006231,0.8060747663551402,104,KBS,50% market_cap_est + 50% 7d_adtv
VTP,HOSE,69.7,2026-04-21,488000.0,80,121783042,122,2026-04-21 21:16:12,121783042,8488278027.400001,0.8271028037383178,0.780373831775701,0.8037383177570094,105,KBS,50% market_cap_est + 50% 7d_adtv
SZC,HOSE,28.35,2026-04-21,714485.7142857143,80,179985863,180,2026-04-21 21:12:46,179985863,5102599216.05,0.7819314641744548,0.822429906542056,0.8021806853582554,106,KBS,50% market_cap_est + 50% 7d_adtv
KDC,HOSE,47.5,2026-04-21,297114.28571428574,80,289806316,290,2026-04-21 21:06:35,289806316,13765800010.0,0.8722741433021807,0.7305295950155763,0.8014018691588785,107,KBS,50% market_cap_est + 50% 7d_adtv
CTS,HOSE,26.9,2026-04-21,623885.7142857143,80,212693438,213,2026-04-21 21:02:45,212693438,5721453482.2,0.7897196261682243,0.8115264797507789,0.8006230529595015,108,KBS,50% market_cap_est + 50% 7d_adtv
SCR,HOSE,6.13,2026-04-21,1901671.4285714286,80,430595036,431,2026-04-21 21:11:23,430595036,2639547570.68,0.7165109034267912,0.881619937694704,0.7990654205607477,109,KBS,50% market_cap_est + 50% 7d_adtv
KOS,HOSE,38.6,2026-04-21,420057.14285714284,80,216481335,216,2026-04-21 21:06:49,216481335,8356179531.0,0.8193146417445483,0.7741433021806854,0.7967289719626168,110,KBS,50% market_cap_est + 50% 7d_adtv
BSI,HOSE,36.15,2026-04-21,346185.71428571426,80,245365943,245,2026-04-21 21:01:23,245365943,8869978839.449999,0.8317757009345794,0.7554517133956387,0.793613707165109,111,KBS,50% market_cap_est + 50% 7d_adtv
TCM,HOSE,23.7,2026-04-21,1324200.0,80,112038755,112,2026-04-21 21:12:59,112038755,2655318493.5,0.7180685358255452,0.8691588785046729,0.793613707165109,112,KBS,50% market_cap_est + 50% 7d_adtv
DPG,HOSE,42.5,2026-04-21,612685.7142857143,80,118587096,119,2026-04-21 21:03:24,118587096,5039951580.0,0.780373831775701,0.8052959501557633,0.7928348909657321,113,KBS,50% market_cap_est + 50% 7d_adtv
TNG,HNX,22.1,2026-04-21,1216342.857142857,80,128731266,129,2026-04-21 21:13:50,128731266,2844960978.6000004,0.7242990654205608,0.8613707165109035,0.7928348909657321,114,KBS,50% market_cap_est + 50% 7d_adtv
VDS,HOSE,14.65,2026-04-21,635071.4285714285,80,272000000,272,2026-04-21 21:14:53,272000000,3984800000.0,0.7663551401869159,0.8177570093457944,0.7920560747663552,115,KBS,50% market_cap_est + 50% 7d_adtv
PET,HOSE,46.9,2026-04-21,569242.8571428572,80,106722131,107,2026-04-21 21:09:12,106722131,5005267943.9,0.778816199376947,0.7990654205607477,0.7889408099688473,116,KBS,50% market_cap_est + 50% 7d_adtv
SIP,HOSE,60.1,2026-04-21,207885.7142857143,80,242112943,242,2026-04-21 21:12:01,242112943,14550987874.300001,0.8769470404984424,0.6962616822429907,0.7866043613707165,117,KBS,50% market_cap_est + 50% 7d_adtv
DCL,HOSE,36.0,2026-04-21,1162614.2857142857,80,73041030,73,2026-04-21 21:02:59,73041030,2629477080.0,0.7149532710280374,0.8566978193146417,0.7858255451713396,118,KBS,50% market_cap_est + 50% 7d_adtv
CMG,HOSE,28.4,2026-04-21,349257.14285714284,80,232900908,233,2026-04-21 21:02:15,232900908,6614385787.2,0.8052959501557633,0.7585669781931464,0.7819314641744548,119,KBS,50% market_cap_est + 50% 7d_adtv
CTR,HOSE,86.1,2026-04-21,288957.14285714284,80,114385879,114,2026-04-21 21:02:44,114385879,9848624181.9,0.839563862928349,0.7227414330218068,0.7811526479750779,120,KBS,50% market_cap_est + 50% 7d_adtv
LCG,HOSE,9.99,2026-04-21,1790414.2857142857,80,206602129,209,2026-04-21 21:07:07,206602129,2063955268.71,0.6822429906542056,0.8800623052959502,0.7811526479750779,121,KBS,50% market_cap_est + 50% 7d_adtv
QCG,HOSE,13.95,2026-04-21,535400.0,80,275129141,275,2026-04-21 21:10:51,275129141,3838051516.95,0.7632398753894081,0.7912772585669782,0.7772585669781931,122,KBS,50% market_cap_est + 50% 7d_adtv
BWE,HOSE,43.7,2026-04-21,269928.5714285714,80,219928644,220,2026-04-21 21:01:35,219928644,9610881742.800001,0.838006230529595,0.7149532710280374,0.7764797507788161,123,KBS,50% market_cap_est + 50% 7d_adtv
AAA,HOSE,7.05,2026-04-21,798000.0,80,393742730,394,2026-04-21 20:59:59,393742730,2775886246.5,0.7227414330218068,0.8302180685358256,0.7764797507788161,124,KBS,50% market_cap_est + 50% 7d_adtv
TAL,HOSE,44.3,2026-04-21,165014.2857142857,80,360000000,360,2026-04-21 21:12:49,360000000,15947999999.999998,0.881619937694704,0.6666666666666666,0.7741433021806854,125,KBS,50% market_cap_est + 50% 7d_adtv
NAF,HOSE,50.6,2026-04-21,617371.4285714285,80,61181992,61,2026-04-21 21:08:01,61181992,3095808795.2000003,0.735202492211838,0.8099688473520249,0.7725856697819314,126,KBS,50% market_cap_est + 50% 7d_adtv
KSF,HNX,91.0,2026-04-21,60728.57142857143,80,899787308,900,2026-04-21 21:06:54,899787308,81880645028.0,0.9626168224299065,0.5794392523364486,0.7710280373831775,127,KBS,50% market_cap_est + 50% 7d_adtv
FCN,HOSE,13.5,2026-04-21,1062585.7142857143,80,157439005,157,2026-04-21 21:04:12,157439005,2125426567.5,0.6884735202492211,0.8520249221183801,0.7702492211838006,128,KBS,50% market_cap_est + 50% 7d_adtv
TLG,HOSE,51.0,2026-04-21,343228.5714285714,80,96528340,97,2026-04-21 21:13:37,96528340,4922945340.0,0.7772585669781932,0.7538940809968847,0.7655763239875389,129,KBS,50% market_cap_est + 50% 7d_adtv
KSB,HOSE,16.0,2026-04-21,1298028.5714285714,80,114443703,115,2026-04-21 21:06:51,114443703,1831099248.0,0.6635514018691588,0.867601246105919,0.7655763239875389,130,KBS,50% market_cap_est + 50% 7d_adtv
HQC,HOSE,2.58,2026-04-21,2192785.714285714,80,626599274,577,2026-04-21 21:05:46,626599274,1616626126.92,0.6417445482866043,0.8894080996884736,0.7655763239875389,131,KBS,50% market_cap_est + 50% 7d_adtv
NTP,HNX,61.4,2026-04-21,177657.14285714287,80,171038220,171,2026-04-21 21:08:41,171038220,10501746708.0,0.8535825545171339,0.6728971962616822,0.7632398753894081,132,KBS,50% market_cap_est + 50% 7d_adtv
YEG,HOSE,10.15,2026-04-21,1066757.142857143,80,191802035,192,2026-04-21 21:16:22,191802035,1946790655.25,0.6713395638629284,0.8535825545171339,0.7624610591900312,133,KBS,50% market_cap_est + 50% 7d_adtv
CSV,HOSE,27.0,2026-04-21,562485.7142857143,80,110499910,110,2026-04-21 21:02:33,110499910,2983497570.0,0.7274143302180686,0.7959501557632399,0.7616822429906542,134,KBS,50% market_cap_est + 50% 7d_adtv
KLB,HOSE,14.0,2026-04-21,236571.42857142858,74,578370526,582,2026-04-21 21:06:45,578370526,8097187364.0,0.8161993769470405,0.7024922118380063,0.7593457943925234,135,KBS,50% market_cap_est + 50% 7d_adtv
DPR,HOSE,40.75,2026-04-21,357128.5714285714,80,86885932,87,2026-04-21 21:03:27,86885932,3540601729.0,0.7507788161993769,0.7601246105919003,0.7554517133956387,136,KBS,50% market_cap_est + 50% 7d_adtv
VOS,HOSE,12.8,2026-04-21,1028500.0,80,140000000,140,2026-04-21 21:15:41,140000000,1792000000.0,0.6573208722741433,0.8489096573208723,0.7531152647975078,137,KBS,50% market_cap_est + 50% 7d_adtv
PPC,HOSE,10.1,2026-04-21,363728.5714285714,80,320613054,326,2026-04-21 21:10:00,320613054,3238191845.4,0.7398753894080997,0.764797507788162,0.7523364485981309,138,KBS,50% market_cap_est + 50% 7d_adtv
CRE,HOSE,7.6,2026-04-21,327585.71428571426,80,463678426,464,2026-04-21 21:02:26,463678426,3523956037.6,0.7476635514018691,0.7507788161993769,0.7492211838006231,139,KBS,50% market_cap_est + 50% 7d_adtv
PHR,HOSE,62.0,2026-04-21,181142.85714285713,80,135499198,135,2026-04-21 21:09:29,135499198,8400950276.0,0.822429906542056,0.6744548286604362,0.7484423676012462,140,KBS,50% market_cap_est + 50% 7d_adtv
HPA,HOSE,37.5,2026-04-21,125500.0,48,285000000,285,2026-04-21 21:05:42,285000000,10687500000.0,0.8551401869158879,0.6401869158878505,0.7476635514018692,141,KBS,50% market_cap_est + 50% 7d_adtv
DHC,HOSE,36.8,2026-04-21,303000.0,80,96591206,97,2026-04-21 21:03:08,96591206,3554556380.7999997,0.7538940809968847,0.7336448598130841,0.7437694704049844,142,KBS,50% market_cap_est + 50% 7d_adtv
VFS,HNX,13.0,2026-04-21,663142.8571428572,80,139967442,140,2026-04-21 21:14:56,139967442,1819576746.0,0.661993769470405,0.8208722741433022,0.7414330218068537,143,KBS,50% market_cap_est + 50% 7d_adtv
AGR,HOSE,14.6,2026-04-21,306157.14285714284,80,228311776,228,2026-04-21 21:00:26,228311776,3333351929.6,0.7414330218068536,0.7367601246105919,0.7390965732087227,144,KBS,50% market_cap_est + 50% 7d_adtv
CRC,HOSE,9.4,2026-04-21,3582371.4285714286,80,106699924,107,2026-04-21 21:02:25,106699924,1002979285.6,0.557632398753894,0.9190031152647975,0.7383177570093458,145,KBS,50% market_cap_est + 50% 7d_adtv
MSH,HOSE,38.1,2026-04-21,229342.85714285713,80,112521020,113,2026-04-21 21:07:52,112521020,4287050862.0,0.7710280373831776,0.7009345794392523,0.735981308411215,146,KBS,50% market_cap_est + 50% 7d_adtv
BFC,HOSE,65.3,2026-04-21,267428.5714285714,80,57167993,57,2026-04-21 21:01:06,57167993,3733069942.8999996,0.7601246105919003,0.7118380062305296,0.735981308411215,147,KBS,50% market_cap_est + 50% 7d_adtv
VTZ,HNX,19.9,2026-04-21,888314.2857142857,80,76159833,76,2026-04-21 21:16:15,76159833,1515580676.6999998,0.6308411214953271,0.8364485981308412,0.7336448598130841,148,KBS,50% market_cap_est + 50% 7d_adtv
MIG,HOSE,17.7,2026-04-21,218728.57142857142,80,211503463,212,2026-04-21 21:07:48,211503463,3743611295.1,0.7616822429906542,0.6978193146417445,0.7297507788161994,149,KBS,50% market_cap_est + 50% 7d_adtv
PVP,HOSE,16.7,2026-04-21,610342.8571428572,80,103702452,104,2026-04-21 21:10:46,103702452,1731830948.3999999,0.6510903426791277,0.8037383177570093,0.7274143302180685,150,KBS,50% market_cap_est + 50% 7d_adtv
PVC,HNX,16.6,2026-04-21,1034400.0,80,81194463,81,2026-04-21 21:10:35,81194463,1347828085.8000002,0.602803738317757,0.8504672897196262,0.7266355140186915,151,KBS,50% market_cap_est + 50% 7d_adtv
PVI,HNX,77.0,2026-04-21,46442.857142857145,80,234241847,234,2026-04-21 21:10:41,234241847,18036622219.0,0.8925233644859814,0.557632398753894,0.7250778816199377,152,KBS,50% market_cap_est + 50% 7d_adtv
LAS,HNX,16.5,2026-04-21,495228.5714285714,80,112856400,113,2026-04-21 21:07:01,112856400,1862130600.0,0.6651090342679128,0.7819314641744548,0.7235202492211839,153,KBS,50% market_cap_est + 50% 7d_adtv
TTA,HOSE,11.3,2026-04-21,395871.4285714286,80,178559087,179,2026-04-21 21:14:09,178559087,2017717683.1000001,0.677570093457944,0.7679127725856698,0.7227414330218069,154,KBS,50% market_cap_est + 50% 7d_adtv
PAC,HOSE,23.1,2026-04-21,578842.8571428572,80,69707328,70,2026-04-21 21:08:56,69707328,1610239276.8000002,0.6401869158878505,0.8006230529595015,0.720404984423676,155,KBS,50% market_cap_est + 50% 7d_adtv
VGS,HNX,25.1,2026-04-21,564285.7142857143,80,61524155,62,2026-04-21 21:15:00,61524155,1544256290.5,0.6370716510903427,0.7975077881619937,0.7172897196261683,156,KBS,50% market_cap_est + 50% 7d_adtv
MST,HNX,8.2,2026-04-21,2091771.4285714286,80,113604220,114,2026-04-21 21:07:55,113604220,931554603.9999999,0.5420560747663551,0.8878504672897196,0.7149532710280373,157,KBS,50% market_cap_est + 50% 7d_adtv
HHP,HOSE,12.85,2026-04-21,1165328.5714285714,80,86554343,87,2026-04-21 21:05:22,86554343,1112223307.55,0.5700934579439252,0.8582554517133957,0.7141744548286604,158,KBS,50% market_cap_est + 50% 7d_adtv
NTL,HOSE,15.8,2026-04-21,348428.5714285714,80,121979900,122,2026-04-21 21:08:39,121979900,1927282420.0,0.6697819314641744,0.7570093457943925,0.7133956386292835,159,KBS,50% market_cap_est + 50% 7d_adtv
SHI,HOSE,14.2,2026-04-21,286814.28571428574,80,169949549,170,2026-04-21 21:11:55,169949549,2413283595.7999997,0.7024922118380063,0.719626168224299,0.7110591900311527,160,KBS,50% market_cap_est + 50% 7d_adtv
IDI,HOSE,6.66,2026-04-21,360442.85714285716,80,273172668,273,2026-04-21 21:06:13,273172668,1819329968.88,0.660436137071651,0.7616822429906542,0.7110591900311527,161,KBS,50% market_cap_est + 50% 7d_adtv
TDP,HOSE,29.5,2026-04-21,224757.14285714287,80,93699574,94,2026-04-21 21:13:13,93699574,2764137433.0,0.721183800623053,0.6993769470404985,0.7102803738317758,162,KBS,50% market_cap_est + 50% 7d_adtv
KSV,HNX,159.0,2026-04-21,26128.571428571428,80,200000000,200,2026-04-21 21:06:56,200000000,31800000000.0,0.926791277258567,0.49065420560747663,0.7087227414330218,163,KBS,50% market_cap_est + 50% 7d_adtv
ASM,HOSE,5.7,2026-04-21,287871.4285714286,80,407194183,407,2026-04-21 21:00:44,407194183,2321006843.1,0.6962616822429907,0.721183800623053,0.7087227414330218,164,KBS,50% market_cap_est + 50% 7d_adtv
SCS,HOSE,54.0,2026-04-21,117042.85714285714,80,102076982,95,2026-04-21 21:11:24,102076982,5512157028.0,0.7881619937694704,0.6292834890965732,0.7087227414330217,165,KBS,50% market_cap_est + 50% 7d_adtv
VVS,HOSE,143.0,2026-04-21,192314.2857142857,80,21525000,22,2026-04-21 21:16:16,21525000,3078075000.0,0.7320872274143302,0.6853582554517134,0.7087227414330217,166,KBS,50% market_cap_est + 50% 7d_adtv
BMI,HOSE,15.5,2026-04-21,251985.7142857143,80,150547626,151,2026-04-21 21:01:16,150547626,2333488203.0,0.6993769470404985,0.7087227414330218,0.7040498442367602,167,KBS,50% market_cap_est + 50% 7d_adtv
EVG,HOSE,6.7,2026-04-21,504657.14285714284,80,215249836,215,2026-04-21 21:04:08,215249836,1442173901.2,0.6214953271028038,0.7850467289719626,0.7032710280373832,168,KBS,50% market_cap_est + 50% 7d_adtv
CDC,HOSE,18.5,2026-04-21,1068385.7142857143,80,52772661,53,2026-04-21 21:01:50,52772661,976294228.5,0.5514018691588785,0.8551401869158879,0.7032710280373832,169,KBS,50% market_cap_est + 50% 7d_adtv
CTI,HOSE,22.2,2026-04-21,543200.0,80,62999997,63,2026-04-21 21:02:41,62999997,1398599933.3999999,0.6121495327102804,0.7928348909657321,0.7024922118380063,170,KBS,50% market_cap_est + 50% 7d_adtv
TIG,HNX,6.7,2026-04-21,612971.4285714285,80,193606205,194,2026-04-21 21:13:29,193606205,1297161573.5,0.5965732087227414,0.8068535825545171,0.7017133956386292,171,KBS,50% market_cap_est + 50% 7d_adtv
PTB,HOSE,49.25,2026-04-21,118557.14285714286,80,80326084,80,2026-04-21 21:10:21,80326084,3956059637.0,0.764797507788162,0.632398753894081,0.6985981308411215,172,KBS,50% market_cap_est + 50% 7d_adtv
SJS,HOSE,54.9,2026-04-21,29085.714285714286,80,297474828,297,2026-04-21 21:12:07,297474828,16331368057.199999,0.8847352024922118,0.5031152647975078,0.6939252336448598,173,KBS,50% market_cap_est + 50% 7d_adtv
DRC,HOSE,13.3,2026-04-21,243957.14285714287,80,154429283,154,2026-04-21 21:03:30,154429283,2053909463.9,0.6806853582554517,0.705607476635514,0.6931464174454829,174,KBS,50% market_cap_est + 50% 7d_adtv
AGG,HOSE,12.6,2026-04-21,241957.14285714287,80,162528081,163,2026-04-21 21:00:24,162528081,2047853820.6,0.6791277258566978,0.7040498442367601,0.6915887850467289,175,KBS,50% market_cap_est + 50% 7d_adtv
ELC,HOSE,17.75,2026-04-21,252728.57142857142,80,110051943,110,2026-04-21 21:04:03,110051943,1953421988.25,0.6728971962616822,0.7102803738317757,0.6915887850467289,176,KBS,50% market_cap_est + 50% 7d_adtv
PLC,HNX,23.1,2026-04-21,275328.5714285714,80,80797566,81,2026-04-21 21:09:38,80797566,1866423774.6000001,0.6666666666666666,0.7165109034267912,0.6915887850467289,177,KBS,50% market_cap_est + 50% 7d_adtv
CTF,HOSE,18.15,2026-04-21,297028.5714285714,80,95653859,96,2026-04-21 21:02:38,95653859,1736117540.85,0.6526479750778816,0.7289719626168224,0.690809968847352,178,KBS,50% market_cap_est + 50% 7d_adtv
VCS,HNX,39.9,2026-04-21,57071.42857142857,80,160000000,160,2026-04-21 21:14:48,160000000,6384000000.0,0.7990654205607477,0.5716510903426791,0.6853582554517135,179,KBS,50% market_cap_est + 50% 7d_adtv
HPX,HOSE,4.9,2026-04-21,318485.71428571426,80,304168581,304,2026-04-21 21:05:45,304168581,1490426046.9,0.6261682242990654,0.7445482866043613,0.6853582554517134,180,KBS,50% market_cap_est + 50% 7d_adtv
BIC,HOSE,24.2,2026-04-21,67100.0,80,202067057,202,2026-04-21 21:01:09,202067057,4890022779.4,0.7757009345794392,0.5872274143302181,0.6814641744548287,181,KBS,50% market_cap_est + 50% 7d_adtv
DLG,HOSE,2.78,2026-04-21,920814.2857142857,80,299309720,299,2026-04-21 21:03:19,299309720,832081021.5999999,0.5218068535825545,0.8411214953271028,0.6814641744548287,182,KBS,50% market_cap_est + 50% 7d_adtv
APG,HOSE,5.1,2026-04-21,436457.14285714284,80,223621942,224,2026-04-21 21:00:36,223621942,1140471904.1999998,0.5763239875389408,0.7757009345794392,0.67601246105919,183,KBS,50% market_cap_est + 50% 7d_adtv
LDG,HOSE,3.5,2026-04-21,615857.1428571428,80,255615849,257,2026-04-21 21:07:09,255615849,894655471.5,0.5404984423676013,0.8084112149532711,0.6744548286604362,184,KBS,50% market_cap_est + 50% 7d_adtv
TTF,HOSE,2.63,2026-04-21,480028.5714285714,80,411182434,394,2026-04-21 21:14:14,411182434,1081409801.4199998,0.5669781931464174,0.7772585669781932,0.6721183800623053,185,KBS,50% market_cap_est + 50% 7d_adtv
FIT,HOSE,4.2,2026-04-21,277528.5714285714,80,339933034,340,2026-04-21 21:04:18,339933034,1427718742.8,0.6199376947040498,0.7180685358255452,0.6690031152647975,186,KBS,50% market_cap_est + 50% 7d_adtv
BVS,HNX,26.3,2026-04-21,160314.2857142857,80,72200145,72,2026-04-21 21:01:34,72200145,1898863813.5,0.6682242990654206,0.661993769470405,0.6651090342679128,187,KBS,50% market_cap_est + 50% 7d_adtv
SAM,HOSE,6.82,2026-04-21,92342.85714285714,80,379960971,380,2026-04-21 21:11:09,379960971,2591333822.2200003,0.7133956386292835,0.6121495327102804,0.6627725856697819,188,KBS,50% market_cap_est + 50% 7d_adtv
SMC,HOSE,13.4,2026-04-21,400300.0,80,73606837,74,2026-04-21 21:12:14,73606837,986331615.8000001,0.5545171339563862,0.7694704049844237,0.661993769470405,189,KBS,50% market_cap_est + 50% 7d_adtv
IMP,HOSE,55.1,2026-04-21,27328.571428571428,80,154008962,154,2026-04-21 21:06:20,154008962,8485893806.2,0.8255451713395638,0.4968847352024922,0.6612149532710281,190,KBS,50% market_cap_est + 50% 7d_adtv
NRC,HNX,6.6,2026-04-21,1683071.4285714286,80,92597762,93,2026-04-21 21:08:30,92597762,611145229.1999999,0.4454828660436137,0.8769470404984424,0.6612149532710281,191,KBS,50% market_cap_est + 50% 7d_adtv
AAV,HNX,9.0,2026-04-21,1259485.7142857143,80,68987661,69,2026-04-21 21:00:04,68987661,620888949.0,0.4532710280373832,0.8660436137071651,0.6596573208722741,192,KBS,50% market_cap_est + 50% 7d_adtv
MCM,HOSE,27.8,2026-04-21,62071.42857142857,80,110000000,110,2026-04-21 21:07:35,110000000,3058000000.0,0.7289719626168224,0.5809968847352025,0.6549844236760125,193,KBS,50% market_cap_est + 50% 7d_adtv
PGV,HOSE,23.55,2026-04-21,8885.714285714286,80,1123468046,1123,2026-04-21 21:09:24,1123468046,26457672483.3,0.9158878504672897,0.3894080996884735,0.6526479750778816,194,KBS,50% market_cap_est + 50% 7d_adtv
DHG,HOSE,99.7,2026-04-21,14685.714285714286,80,130746071,131,2026-04-21 21:03:10,130746071,13035383278.7,0.867601246105919,0.43769470404984423,0.6526479750778816,195,KBS,50% market_cap_est + 50% 7d_adtv
TVS,HOSE,13.75,2026-04-21,49471.42857142857,80,224439917,224,2026-04-21 21:14:24,224439917,3086048858.75,0.7336448598130841,0.5638629283489096,0.6487538940809969,196,KBS,50% market_cap_est + 50% 7d_adtv
GIL,HOSE,13.55,2026-04-21,198442.85714285713,80,101596218,102,2026-04-21 21:04:38,101596218,1376628753.9,0.6059190031152648,0.6915887850467289,0.6487538940809969,197,KBS,50% market_cap_est + 50% 7d_adtv
IPA,HNX,15.8,2026-04-21,45928.57142857143,80,213835775,214,2026-04-21 21:06:25,213835775,3378605245.0,0.7429906542056075,0.5529595015576324,0.64797507788162,198,KBS,50% market_cap_est + 50% 7d_adtv
TNH,HOSE,10.35,2026-04-21,138828.57142857142,80,165751943,166,2026-04-21 21:13:52,165751943,1715532610.05,0.6464174454828661,0.6495327102803738,0.64797507788162,199,KBS,50% market_cap_est + 50% 7d_adtv
HAX,HOSE,10.35,2026-04-21,290357.14285714284,80,107439681,107,2026-04-21 21:05:03,107439681,1112000698.35,0.5685358255451713,0.7242990654205608,0.6464174454828661,200,KBS,50% market_cap_est + 50% 7d_adtv
